combined_shot_type,period,shot_distance,shot_made_flag,opponent,shot_type,game_date
Jump Shot,3,17,1,ORL,2PT Field Goal,6/7/09
Jump Shot,3,30,0,ORL,3PT Field Goal,6/7/09
Jump Shot,4,16,1,ORL,2PT Field Goal,6/7/09
Jump Shot,4,11,0,ORL,2PT Field Goal,6/7/09
Jump Shot,4,11,0,ORL,2PT Field Goal,6/7/09
Layup,4,0,0,ORL,2PT Field Goal,6/7/09
Jump Shot,5,21,0,ORL,2PT Field Goal,6/7/09
Jump Shot,5,11,1,ORL,2PT Field Goal,6/7/09
Jump Shot,1,15,1,ORL,2PT Field Goal,6/9/09
Jump Shot,1,25,1,ORL,3PT Field Goal,6/9/09
Jump Shot,1,17,1,ORL,2PT Field Goal,6/9/09
Layup,1,0,1,ORL,2PT Field Goal,6/9/09
Jump Shot,1,17,1,ORL,2PT Field Goal,6/9/09
Jump Shot,1,23,1,ORL,2PT Field Goal,6/9/09
Layup,1,0,0,ORL,2PT Field Goal,6/9/09
Jump Shot,1,24,1,ORL,3PT Field Goal,6/9/09
Jump Shot,2,23,1,ORL,3PT Field Goal,6/9/09
Jump Shot,2,14,0,ORL,2PT Field Goal,6/9/09
Jump Shot,2,10,0,ORL,2PT Field Goal,6/9/09
Jump Shot,2,26,0,ORL,3PT Field Goal,6/9/09
Jump Shot,2,13,0,ORL,2PT Field Goal,6/9/09
Layup,3,0,0,ORL,2PT Field Goal,6/9/09
Jump Shot,3,18,0,ORL,2PT Field Goal,6/9/09
Jump Shot,3,27,1,ORL,3PT Field Goal,6/9/09
Jump Shot,3,27,0,ORL,3PT Field Goal,6/9/09
Jump Shot,4,7,1,ORL,2PT Field Goal,6/9/09
Jump Shot,4,26,0,ORL,3PT Field Goal,6/9/09
Jump Shot,4,25,0,ORL,3PT Field Goal,6/9/09
Jump Shot,4,27,0,ORL,3PT Field Goal,6/9/09
Layup,4,0,1,ORL,2PT Field Goal,6/9/09
Jump Shot,1,20,1,ORL,2PT Field Goal,6/11/09
Jump Shot,1,12,0,ORL,2PT Field Goal,6/11/09
Layup,1,0,1,ORL,2PT Field Goal,6/11/09
Jump Shot,1,9,0,ORL,2PT Field Goal,6/11/09
Jump Shot,1,18,1,ORL,2PT Field Goal,6/11/09
Jump Shot,1,20,1,ORL,2PT Field Goal,6/11/09
Jump Shot,2,20,0,ORL,2PT Field Goal,6/11/09
Jump Shot,2,26,1,ORL,3PT Field Goal,6/11/09
Jump Shot,2,19,0,ORL,2PT Field Goal,6/11/09
Jump Shot,2,25,0,ORL,3PT Field Goal,6/11/09
Jump Shot,3,25,1,ORL,3PT Field Goal,6/11/09
Jump Shot,3,19,0,ORL,2PT Field Goal,6/11/09
Layup,3,0,0,ORL,2PT Field Goal,6/11/09
Jump Shot,3,16,0,ORL,2PT Field Goal,6/11/09
Jump Shot,3,25,0,ORL,3PT Field Goal,6/11/09
Jump Shot,3,15,1,ORL,2PT Field Goal,6/11/09
Jump Shot,4,10,0,ORL,2PT Field Goal,6/11/09
Jump Shot,4,21,1,ORL,2PT Field Goal,6/11/09
Jump Shot,4,4,0,ORL,2PT Field Goal,6/11/09
Layup,4,0,0,ORL,2PT Field Goal,6/11/09
Jump Shot,4,26,0,ORL,3PT Field Goal,6/11/09
Jump Shot,5,11,1,ORL,2PT Field Goal,6/11/09
Jump Shot,5,10,0,ORL,2PT Field Goal,6/11/09
Jump Shot,5,18,0,ORL,2PT Field Goal,6/11/09
Jump Shot,5,14,0,ORL,2PT Field Goal,6/11/09
Layup,1,0,0,ORL,2PT Field Goal,6/14/09
Jump Shot,1,18,1,ORL,2PT Field Goal,6/14/09
Jump Shot,1,24,1,ORL,3PT Field Goal,6/14/09
Jump Shot,1,25,0,ORL,3PT Field Goal,6/14/09
Jump Shot,1,16,0,ORL,2PT Field Goal,6/14/09
Dunk,2,0,1,ORL,2PT Field Goal,6/14/09
Jump Shot,2,11,0,ORL,2PT Field Goal,6/14/09
Jump Shot,2,14,1,ORL,2PT Field Goal,6/14/09
Jump Shot,2,22,0,ORL,2PT Field Goal,6/14/09
Jump Shot,3,17,1,ORL,2PT Field Goal,6/14/09
Jump Shot,3,6,1,ORL,2PT Field Goal,6/14/09
Jump Shot,3,14,0,ORL,2PT Field Goal,6/14/09
Jump Shot,4,19,1,ORL,2PT Field Goal,6/14/09
Layup,4,0,0,ORL,2PT Field Goal,6/14/09
Jump Shot,4,13,0,ORL,2PT Field Goal,6/14/09
Jump Shot,4,17,0,ORL,2PT Field Goal,6/14/09
Jump Shot,4,27,0,ORL,3PT Field Goal,6/14/09
Bank Shot,4,9,1,ORL,2PT Field Goal,6/14/09
